symbol	transPos	exonNumber	chrm	genomePos	SOC-2745-226696	SOC-2774-227362	SOC-5936-294158	SOC-6075-291944	SOC-6752-315581	SOC-7165-343100	SOC-7637-361542	SOC-7777-371281	SOC-8272-401299	SOC-11199-480891	SOC-849-206653	SOC-1255-501160	SOC-2427-221981	SOC-2674-224814	SOC-2742-225553	SOC-4808-260525	SOC-5439-266610	SOC-5606-277617	SOC-5653-277626	SOC-5691-278006
ACTB	239	3	chr7	5569000	646	3320	1472	2810	726	1632	1603	1245	844	715	640	708	1298	1160	1153	1437	1157	794	1416	827
ACTB	238	3	chr7	5569001	644	3322	1470	2782	716	1621	1599	1231	839	714	630	705	1291	1158	1149	1429	1151	791	1410	829
ACTB	237	3	chr7	5569002	646	3343	1469	2805	717	1619	1605	1234	841	717	632	707	1292	1157	1152	1430	1150	794	1414	834
ACTB	236	3	chr7	5569003	649	3290	1469	2742	714	1618	1615	1236	843	716	634	713	1293	1155	1155	1433	1151	791	1416	834
ACTB	235	3	chr7	5569004	656	3270	1469	2714	717	1640	1631	1251	852	716	637	724	1298	1159	1162	1430	1151	800	1426	831
ACTB	234	3	chr7	5569005	656	3289	1450	2736	712	1636	1611	1245	857	710	635	720	1292	1156	1154	1423	1126	788	1421	824
ACTB	233	3	chr7	5569006	654	3259	1412	2713	699	1620	1587	1226	840	698	624	708	1275	1123	1128	1408	1090	769	1398	804
ACTB	232	3	chr7	5569007	655	3234	1401	2685	695	1614	1571	1215	835	689	618	710	1268	1102	1124	1398	1075	761	1392	792
ACTB	231	3	chr7	5569008	644	3103	1349	2577	682	1592	1538	1181	819	676	603	693	1244	1055	1101	1360	1037	733	1366	767
ACTB	230	3	chr7	5569009	637	2984	1297	2514	661	1561	1505	1153	801	655	590	676	1208	1009	1078	1322	1005	707	1330	733
ACTB	229	3	chr7	5569010	634	2937	1289	2481	658	1556	1500	1148	797	654	588	673	1201	997	1072	1318	998	704	1332	729
ACTB	228	3	chr7	5569011	615	2850	1249	2406	647	1495	1443	1115	784	637	573	652	1142	964	1049	1271	961	680	1303	712
ACTB	227	3	chr7	5569012	612	3055	1246	2586	647	1443	1439	1114	789	640	577	661	1122	959	1047	1261	961	675	1300	700
ACTB	226	3	chr7	5569013	568	3028	1170	2544	604	1200	1318	1000	746	616	533	605	989	917	999	1186	902	632	1234	652
ACTB	225	3	chr7	5569014	535	3014	1122	2538	582	1095	1245	912	712	605	471	573	891	882	947	1133	859	607	1170	625
ACTB	224	3	chr7	5569015	529	2976	1100	2524	574	1052	1215	894	711	601	454	568	868	860	937	1102	850	599	1155	616
ACTB	223	3	chr7	5569016	512	3072	1063	2563	561	988	1163	839	694	595	434	556	828	837	900	1069	826	579	1116	601
ACTB	222	3	chr7	5569017	521	3141	1043	2588	566	964	1157	833	686	592	432	557	797	820	905	1039	806	573	1105	597
ACTB	221	3	chr7	5569018	505	3202	1006	2648	552	939	1115	786	661	586	411	542	759	803	874	997	773	549	1064	576
ACTB	220	3	chr7	5569019	501	3325	998	2754	545	924	1102	776	655	583	404	544	740	789	859	977	763	536	1056	567
ACTB	219	3	chr7	5569020	500	3329	974	2795	527	911	1064	755	628	568	391	534	701	769	831	903	725	512	1037	551
ACTB	218	3	chr7	5569021	499	3285	968	2763	526	908	1050	753	617	567	388	543	697	766	828	889	718	511	1033	545
ACTB	217	3	chr7	5569022	498	3279	950	2786	523	907	1031	745	608	565	381	539	672	753	815	864	712	509	1026	540
ACTB	216	3	chr7	5569023	469	3226	887	2736	482	871	954	689	555	528	340	504	600	696	760	752	669	455	946	493
ACTB	215	3	chr7	5569024	458	3245	847	2783	475	828	880	675	535	513	322	492	547	677	738	712	645	445	914	465
ACTB	214	3	chr7	5569025	454	3233	811	2750	468	790	821	665	517	510	316	482	516	656	728	675	627	437	886	445
ACTB	213	3	chr7	5569026	458	3314	789	2833	466	771	817	668	512	506	313	485	488	655	731	662	621	429	895	434
ACTB	212	3	chr7	5569027	462	3334	793	2825	469	774	811	665	502	509	310	488	469	653	732	647	619	432	897	432
ACTB	211	3	chr7	5569028	476	3357	793	2854	474	772	814	675	513	525	321	501	464	654	741	640	626	438	915	439
ACTB	210	3	chr7	5569029	472	3283	780	2789	468	762	803	655	509	525	314	494	449	642	730	619	610	423	908	429
ACTB	209	3	chr7	5569030	479	3289	781	2805	469	770	801	660	513	524	315	494	447	644	730	612	609	419	912	429
ACTB	208	3	chr7	5569031	467	3251	744	2795	443	745	777	626	498	512	302	479	411	615	688	557	576	396	883	406
ACTB	886	4	chr7	5567912	639	6475	1304	5356	759	708	1293	1045	705	659	572	794	350	1145	1054	345	1149	617	995	733
ACTB	885	4	chr7	5567913	653	6678	1320	5571	768	707	1314	1053	704	664	571	807	349	1157	1054	339	1156	616	999	743
ACTB	884	4	chr7	5567914	657	6702	1313	5614	764	704	1310	1054	707	666	579	808	346	1149	1056	339	1158	618	994	739
ACTB	883	4	chr7	5567915	634	6682	1264	5604	747	676	1278	1033	690	640	562	790	326	1122	1037	322	1121	605	958	716
ACTB	882	4	chr7	5567916	621	6638	1227	5536	726	659	1259	1018	678	634	559	774	313	1091	1008	310	1092	590	931	687
ACTB	881	4	chr7	5567917	622	6672	1216	5551	725	640	1244	1013	669	632	555	770	302	1079	992	301	1075	588	917	681
ACTB	880	4	chr7	5567918	628	6654	1236	5555	733	631	1242	1020	664	630	560	775	291	1094	999	296	1079	592	925	692
ACTB	879	4	chr7	5567919	637	6610	1250	5540	740	631	1268	1027	660	636	567	783	291	1108	1006	291	1088	599	928	701
ACTB	878	4	chr7	5567920	634	6663	1235	5569	737	627	1262	1015	660	631	562	768	286	1094	993	290	1065	593	919	692
ACTB	877	4	chr7	5567921	638	6644	1244	5564	743	630	1270	1015	658	633	573	772	282	1097	997	288	1068	593	922	693
ACTB	876	4	chr7	5567922	642	6693	1259	5632	748	644	1290	1016	664	638	580	783	283	1111	1003	289	1076	600	926	701
ACTB	875	4	chr7	5567923	643	6553	1289	5450	748	676	1323	1034	672	649	586	787	285	1120	1015	289	1090	603	933	719
ACTB	874	4	chr7	5567924	648	6460	1316	5359	747	692	1350	1035	679	646	582	794	280	1122	1019	281	1093	612	935	729
ACTB	873	4	chr7	5567925	678	6677	1416	5572	781	736	1416	1094	716	677	622	854	297	1180	1079	294	1135	644	986	781
ACTB	872	4	chr7	5567926	692	6788	1432	5704	783	740	1427	1116	719	686	634	867	298	1188	1088	299	1150	639	988	794
ACTB	871	4	chr7	5567927	701	6993	1442	5910	784	740	1438	1126	721	692	649	872	298	1197	1096	298	1158	646	1001	790
ACTB	870	4	chr7	5567928	693	6871	1433	5782	779	734	1427	1119	709	674	647	865	289	1191	1081	288	1144	632	967	771
ACTB	869	4	chr7	5567929	695	6758	1434	5683	780	733	1427	1115	703	674	647	868	287	1187	1074	285	1136	629	955	781
ACTB	868	4	chr7	5567930	689	6678	1428	5634	776	730	1424	1110	701	672	642	866	283	1182	1068	281	1133	623	947	775
ACTB	867	4	chr7	5567931	687	6655	1418	5629	769	734	1419	1108	701	671	640	865	278	1178	1066	277	1131	624	944	767
ACTB	866	4	chr7	5567932	684	6702	1406	5664	759	734	1410	1104	692	664	639	861	271	1165	1060	273	1119	621	928	759
ACTB	865	4	chr7	5567933	687	6758	1416	5700	759	742	1429	1113	695	668	645	866	262	1178	1067	275	1125	625	936	765
ACTB	864	4	chr7	5567934	679	6683	1409	5601	742	739	1422	1107	695	665	642	861	254	1158	1056	265	1111	615	917	758
ACTB	863	4	chr7	5567935	683	6583	1436	5517	752	779	1454	1117	694	666	644	868	252	1167	1063	264	1120	617	923	767
ACTB	862	4	chr7	5567936	685	6494	1447	5451	753	782	1470	1113	686	654	642	871	250	1152	1068	255	1111	612	920	770
ACTB	861	4	chr7	5567937	740	6576	1547	5552	782	827	1520	1207	732	667	689	933	263	1232	1124	280	1188	644	966	824
ACTB	860	4	chr7	5567938	737	6550	1545	5582	774	831	1520	1205	730	657	683	937	265	1220	1115	280	1180	640	959	819
ACTB	859	4	chr7	5567939	740	6446	1559	5498	777	853	1559	1217	734	654	686	944	267	1224	1111	285	1185	644	965	830
ACTB	858	4	chr7	5567940	743	6353	1553	5402	780	846	1550	1219	734	656	683	945	267	1221	1106	285	1185	645	961	832
ACTB	857	4	chr7	5567941	750	6386	1570	5417	786	857	1577	1232	743	663	687	954	272	1231	1114	291	1198	654	969	841
ACTB	856	4	chr7	5567942	757	6281	1584	5274	783	865	1587	1245	751	669	703	960	270	1235	1116	294	1218	651	974	847
ACTB	855	4	chr7	5567943	765	6210	1601	5210	793	876	1598	1265	755	671	707	972	276	1239	1124	305	1232	654	977	854
ACTB	854	4	chr7	5567944	772	6104	1608	5145	797	881	1604	1283	764	677	712	980	277	1249	1132	306	1237	652	980	856
ACTB	853	4	chr7	5567945	786	6118	1628	5158	809	900	1629	1311	776	686	723	994	278	1259	1145	315	1251	669	990	862
ACTB	852	4	chr7	5567946	807	6165	1660	5147	833	926	1643	1359	785	696	750	1015	283	1289	1167	324	1270	682	998	877
ACTB	851	4	chr7	5567947	811	6048	1679	5059	833	925	1685	1405	785	694	780	1024	297	1290	1187	339	1282	701	1001	880
ACTB	850	4	chr7	5567948	809	5481	1689	4560	829	912	1693	1435	782	705	789	1033	297	1272	1180	339	1286	700	992	883
ACTB	849	4	chr7	5567949	819	5947	1721	4993	832	933	1692	1446	784	713	793	1039	299	1283	1185	336	1305	702	987	904
ACTB	848	4	chr7	5567950	804	5850	1706	4932	818	937	1675	1439	779	701	789	1020	297	1263	1164	332	1296	693	975	895
ACTB	847	4	chr7	5567951	830	5886	1769	4957	830	1011	1698	1475	796	721	804	1043	311	1299	1189	345	1333	702	1006	922
ACTB	846	4	chr7	5567952	864	6004	1824	5079	854	1042	1720	1524	807	737	824	1070	325	1327	1206	368	1358	723	1025	954
ACTB	845	4	chr7	5567953	894	6077	1895	5190	868	1075	1763	1600	841	753	867	1117	335	1387	1238	405	1413	750	1058	999
ACTB	844	4	chr7	5567954	894	6057	1902	5160	851	1092	1769	1612	823	742	868	1113	338	1380	1230	395	1392	742	1045	993
ACTB	843	4	chr7	5567955	902	6145	1913	5267	860	1101	1775	1634	825	745	876	1126	344	1378	1230	406	1407	743	1046	1004
ACTB	842	4	chr7	5567956	900	6203	1900	5331	850	1098	1773	1624	820	734	871	1122	341	1366	1216	404	1396	730	1036	993
ACTB	841	4	chr7	5567957	900	6099	1889	5224	840	1103	1777	1626	823	724	869	1119	350	1361	1208	410	1394	722	1024	982
ACTB	840	4	chr7	5567958	897	6074	1879	5213	836	1092	1769	1616	813	719	864	1115	351	1350	1199	410	1381	717	1016	976
ACTB	839	4	chr7	5567959	895	6087	1869	5230	842	1101	1784	1627	817	719	865	1126	347	1352	1204	411	1382	723	1022	984
ACTB	838	4	chr7	5567960	906	6227	1897	5337	849	1106	1785	1640	832	722	867	1134	349	1369	1210	425	1387	728	1034	992
ACTB	837	4	chr7	5567961	911	6190	1895	5321	850	1104	1787	1650	838	716	867	1134	352	1359	1201	432	1391	723	1023	992
ACTB	836	4	chr7	5567962	913	5985	1915	5127	859	1109	1794	1678	854	725	877	1143	360	1373	1214	447	1413	742	1039	1010
ACTB	835	4	chr7	5567963	930	6011	1945	5129	878	1119	1822	1712	875	739	896	1163	372	1407	1239	463	1437	764	1068	1032
ACTB	834	4	chr7	5567964	922	5924	1932	5066	875	1114	1804	1711	870	732	889	1160	373	1393	1228	464	1433	756	1052	1025
ACTB	833	4	chr7	5567965	933	5882	1964	5082	877	1129	1847	1732	890	741	909	1181	383	1415	1238	479	1448	768	1061	1042
ACTB	832	4	chr7	5567966	943	5817	2005	5009	893	1156	1904	1763	905	744	918	1186	390	1444	1255	489	1475	770	1083	1075
ACTB	831	4	chr7	5567967	934	5788	1984	4990	890	1147	1891	1754	900	736	914	1176	394	1434	1248	490	1467	765	1078	1072
ACTB	830	4	chr7	5567968	929	5847	1990	5055	906	1144	1915	1814	917	748	938	1201	406	1442	1241	538	1470	774	1094	1079
ACTB	829	4	chr7	5567969	953	5853	2048	5120	934	1161	1925	1825	921	765	937	1243	409	1482	1258	552	1510	797	1115	1101
ACTB	828	4	chr7	5567970	968	5960	2062	5195	940	1174	1956	1847	932	777	955	1246	418	1506	1271	562	1529	814	1124	1107
ACTB	827	4	chr7	5567971	962	5979	2013	5189	932	1148	1894	1819	914	765	944	1236	412	1491	1251	558	1497	794	1100	1086
ACTB	826	4	chr7	5567972	967	5896	2028	5143	936	1149	1895	1834	918	772	950	1227	414	1497	1252	560	1503	796	1100	1088
ACTB	825	4	chr7	5567973	969	5870	2048	5112	937	1153	1890	1845	921	779	942	1236	415	1505	1248	563	1504	807	1110	1096
ACTB	824	4	chr7	5567974	965	5656	2038	4913	934	1149	1884	1841	925	770	940	1225	419	1505	1244	562	1499	807	1100	1087
ACTB	823	4	chr7	5567975	963	5542	2032	4790	923	1149	1876	1838	930	772	934	1225	417	1500	1237	565	1500	805	1102	1093
ACTB	822	4	chr7	5567976	962	5486	2031	4729	913	1153	1874	1825	926	770	930	1209	418	1496	1234	575	1496	807	1093	1080
ACTB	821	4	chr7	5567977	942	5581	2007	4811	903	1156	1834	1788	917	758	909	1189	409	1495	1189	576	1469	799	1065	1073
ACTB	820	4	chr7	5567978	941	5778	2030	4954	909	1163	1850	1782	917	761	908	1189	409	1502	1193	582	1485	803	1074	1089
ACTB	819	4	chr7	5567979	914	5769	2041	4931	886	1173	1841	1740	917	753	888	1164	426	1496	1178	606	1481	803	1078	1094
ACTB	818	4	chr7	5567980	936	5900	2092	5047	910	1184	1873	1784	938	777	918	1197	442	1532	1212	632	1519	827	1093	1123
ACTB	817	4	chr7	5567981	939	5864	2119	5063	913	1209	1870	1786	956	778	919	1201	443	1547	1222	655	1527	834	1117	1133
ACTB	816	4	chr7	5567982	927	5932	2082	5174	901	1205	1844	1755	933	767	902	1180	433	1531	1210	655	1495	825	1098	1123
ACTB	815	4	chr7	5567983	913	5883	2060	5130	891	1192	1819	1735	920	760	897	1164	429	1513	1199	651	1457	817	1082	1108
ACTB	814	4	chr7	5567984	915	6115	2061	5316	894	1199	1818	1744	923	766	895	1160	432	1519	1198	654	1468	816	1085	1109
ACTB	813	4	chr7	5567985	908	6027	2041	5232	894	1188	1794	1740	917	763	892	1152	431	1511	1193	657	1459	814	1075	1104
ACTB	812	4	chr7	5567986	911	5630	2045	4902	890	1186	1798	1747	915	766	895	1154	431	1513	1195	659	1460	817	1070	1107
ACTB	811	4	chr7	5567987	923	5527	2051	4790	898	1196	1815	1764	920	768	899	1161	436	1522	1208	671	1464	821	1070	1112
ACTB	810	4	chr7	5567988	922	5498	2056	4748	898	1197	1814	1766	921	771	900	1161	435	1523	1204	673	1465	824	1071	1114
ACTB	809	4	chr7	5567989	922	5441	2057	4715	903	1200	1827	1767	915	765	905	1158	442	1517	1198	675	1461	830	1078	1114
ACTB	808	4	chr7	5567990	925	5409	2063	4707	903	1199	1829	1773	913	766	905	1155	445	1519	1199	676	1452	825	1078	1111
ACTB	807	4	chr7	5567991	930	5371	2070	4707	909	1209	1840	1793	920	770	908	1159	451	1536	1213	685	1457	833	1077	1117
ACTB	806	4	chr7	5567992	916	5342	2049	4699	900	1200	1828	1766	901	755	888	1139	448	1525	1200	678	1440	821	1063	1102
ACTB	805	4	chr7	5567993	887	5438	2006	4781	882	1194	1788	1740	882	735	875	1111	448	1486	1176	669	1413	809	1041	1077
ACTB	804	4	chr7	5567994	882	5410	2009	4749	886	1200	1801	1740	877	735	867	1112	452	1491	1178	676	1414	811	1039	1088
ACTB	803	4	chr7	5567995	875	5156	2012	4563	885	1193	1789	1742	876	736	865	1100	455	1485	1183	684	1416	802	1041	1087
ACTB	802	4	chr7	5567996	903	5055	2062	4454	919	1214	1854	1796	913	759	908	1130	482	1540	1226	713	1462	828	1084	1118
ACTB	801	4	chr7	5567997	902	5037	2066	4449	913	1224	1874	1797	916	757	908	1127	493	1538	1229	722	1462	825	1082	1126
ACTB	800	4	chr7	5567998	905	4547	2069	3997	910	1244	1894	1812	922	752	916	1126	524	1549	1235	739	1490	822	1076	1142
ACTB	799	4	chr7	5567999	893	4546	2062	3972	903	1237	1872	1798	919	745	911	1118	528	1532	1227	743	1481	816	1067	1136
ACTB	798	4	chr7	5568000	894	4903	2077	4379	897	1244	1889	1808	922	746	917	1126	535	1548	1239	750	1497	819	1081	1150
ACTB	797	4	chr7	5568001	890	4734	2072	4210	889	1249	1882	1807	925	741	903	1122	543	1550	1235	759	1494	816	1079	1155
ACTB	796	4	chr7	5568002	885	4527	2059	3999	883	1234	1870	1806	920	734	897	1112	543	1535	1231	760	1488	806	1075	1145
ACTB	795	4	chr7	5568003	881	4552	2038	4035	883	1199	1843	1787	915	721	888	1098	546	1527	1219	766	1488	808	1061	1129
ACTB	794	4	chr7	5568004	870	4516	2002	3970	873	1183	1818	1776	901	712	882	1087	546	1504	1200	766	1470	794	1048	1115
ACTB	793	4	chr7	5568005	836	4496	1912	3984	835	1139	1749	1715	863	679	840	1022	531	1448	1139	755	1428	756	996	1067
ACTB	792	4	chr7	5568006	832	4516	1908	4030	841	1134	1762	1712	873	689	842	1022	552	1453	1142	810	1422	774	996	1063
ACTB	791	4	chr7	5568007	824	4491	1904	4004	838	1133	1755	1701	871	684	827	1018	556	1444	1137	818	1419	769	988	1064
ACTB	790	4	chr7	5568008	857	4494	1945	3989	876	1147	1785	1741	893	721	844	1037	585	1491	1176	881	1460	810	1016	1100
ACTB	789	4	chr7	5568009	851	4334	1929	3864	874	1142	1773	1734	890	720	841	1026	583	1487	1173	881	1459	810	1019	1086
ACTB	788	4	chr7	5568010	856	4324	1947	3836	887	1148	1804	1746	908	729	856	1036	607	1508	1184	928	1475	819	1042	1105
ACTB	787	4	chr7	5568011	863	4440	1965	3895	891	1152	1830	1755	919	734	863	1043	635	1526	1192	968	1481	821	1055	1114
ACTB	786	4	chr7	5568012	863	4570	1966	4012	896	1152	1835	1756	926	736	867	1047	651	1531	1202	985	1487	823	1058	1122
ACTB	785	4	chr7	5568013	872	4559	1978	4003	902	1159	1840	1762	939	738	872	1050	677	1526	1204	1014	1495	825	1066	1128
ACTB	784	4	chr7	5568014	866	4498	1962	3921	900	1149	1834	1756	936	732	869	1044	677	1517	1199	1015	1489	820	1060	1120
ACTB	783	4	chr7	5568015	872	4530	1946	3977	900	1110	1816	1751	947	736	869	1045	686	1517	1196	1030	1487	826	1051	1112
ACTB	782	4	chr7	5568016	870	4800	1928	4226	908	1096	1809	1755	953	740	881	1044	691	1519	1178	1033	1489	827	1051	1107
ACTB	781	4	chr7	5568017	823	4717	1852	4148	885	1055	1775	1677	915	731	843	988	694	1459	1137	1024	1425	801	1026	1071
ACTB	780	4	chr7	5568018	829	4738	1882	4121	910	1059	1802	1697	933	754	861	999	708	1495	1165	1079	1453	810	1052	1087
ACTB	779	4	chr7	5568019	822	4631	1873	4045	907	1038	1774	1686	929	758	857	990	710	1488	1165	1082	1452	807	1053	1078
ACTB	778	4	chr7	5568020	837	4649	1898	4067	928	1062	1787	1712	937	775	865	1002	727	1520	1196	1110	1480	814	1063	1104
ACTB	777	4	chr7	5568021	830	4655	1877	4049	921	1046	1765	1697	930	768	858	992	722	1509	1185	1107	1470	806	1053	1094
ACTB	776	4	chr7	5568022	821	4720	1858	4097	919	1033	1747	1689	917	761	848	990	721	1501	1180	1106	1452	805	1050	1083
ACTB	775	4	chr7	5568023	824	4745	1853	4114	918	1037	1748	1677	923	763	846	989	719	1513	1182	1105	1455	808	1056	1086
ACTB	774	4	chr7	5568024	825	4669	1851	4059	916	1033	1743	1665	918	754	843	988	718	1506	1179	1108	1454	803	1056	1091
ACTB	773	4	chr7	5568025	848	4796	1853	4162	930	1061	1745	1686	922	755	859	1000	723	1530	1196	1109	1474	797	1069	1104
ACTB	772	4	chr7	5568026	836	4772	1835	4146	915	1051	1747	1658	923	753	843	995	726	1519	1189	1114	1477	790	1069	1100
ACTB	771	4	chr7	5568027	842	4848	1821	4265	905	1079	1709	1613	918	750	822	981	729	1515	1166	1107	1462	763	1066	1101
ACTB	770	4	chr7	5568028	844	4874	1812	4284	895	1100	1708	1596	921	740	813	975	744	1517	1159	1115	1463	763	1067	1106
ACTB	769	4	chr7	5568029	854	4823	1804	4221	903	1116	1709	1622	924	735	831	988	761	1550	1170	1122	1466	759	1072	1100
ACTB	768	4	chr7	5568030	870	4786	1834	4177	917	1155	1743	1653	945	751	844	1018	767	1565	1194	1132	1500	764	1096	1120
ACTB	767	4	chr7	5568031	902	5022	1801	4333	938	1124	1758	1700	947	751	880	1048	779	1572	1239	1154	1498	770	1108	1135
ACTB	766	4	chr7	5568032	868	5065	1749	4407	915	1102	1740	1657	935	736	863	1024	768	1546	1223	1137	1478	751	1090	1105
ACTB	765	4	chr7	5568033	836	4874	1684	4269	892	1073	1697	1578	905	719	818	977	765	1484	1187	1103	1417	722	1074	1068
ACTB	764	4	chr7	5568034	829	4907	1657	4284	886	1051	1668	1549	893	714	807	961	761	1456	1172	1100	1396	714	1064	1052
ACTB	763	4	chr7	5568035	823	4910	1639	4279	873	1047	1665	1527	890	708	796	947	757	1452	1166	1086	1380	705	1059	1046
ACTB	762	4	chr7	5568036	823	4997	1662	4353	883	1055	1677	1529	894	713	799	953	763	1466	1169	1094	1393	712	1068	1050
ACTB	761	4	chr7	5568037	823	5348	1655	4688	887	1051	1673	1523	892	716	797	963	756	1469	1167	1094	1390	712	1073	1057
ACTB	760	4	chr7	5568038	831	5534	1675	4838	899	1066	1688	1540	901	725	800	974	761	1480	1184	1098	1424	726	1082	1066
ACTB	759	4	chr7	5568039	841	5562	1687	4861	894	1075	1687	1544	896	735	805	971	765	1488	1187	1099	1440	723	1081	1069
ACTB	758	4	chr7	5568040	839	5555	1665	4833	892	1095	1692	1558	887	739	809	973	780	1487	1184	1088	1450	719	1079	1073
ACTB	757	4	chr7	5568041	846	5577	1687	4890	897	1136	1711	1575	897	751	813	1004	804	1502	1182	1097	1475	720	1098	1076
ACTB	756	4	chr7	5568042	872	5751	1693	5069	927	1149	1706	1592	921	767	817	1035	806	1518	1193	1105	1504	719	1117	1083
ACTB	755	4	chr7	5568043	865	5820	1677	5090	923	1145	1685	1582	904	757	804	1032	801	1499	1175	1098	1493	701	1095	1066
ACTB	754	4	chr7	5568044	868	5877	1677	5157	927	1145	1685	1585	905	759	808	1040	801	1507	1177	1096	1492	706	1099	1072
ACTB	753	4	chr7	5568045	859	5844	1656	5131	922	1139	1646	1570	889	752	794	1022	792	1488	1168	1084	1486	695	1091	1056
ACTB	752	4	chr7	5568046	848	5823	1601	5104	901	1115	1577	1538	863	738	796	1007	780	1449	1137	1071	1449	688	1063	1016
ACTB	751	4	chr7	5568047	856	5776	1619	5039	906	1156	1568	1553	869	754	804	1016	775	1452	1145	1070	1473	689	1069	1025
ACTB	750	4	chr7	5568048	840	5970	1553	5284	865	1140	1504	1464	833	722	780	981	770	1397	1111	1024	1428	653	1037	988
ACTB	749	4	chr7	5568049	821	6187	1503	5306	850	1131	1475	1449	824	705	766	954	773	1370	1091	1011	1390	636	1017	982
ACTB	748	4	chr7	5568050	816	6316	1507	5413	852	1131	1453	1430	823	699	750	955	769	1360	1083	1007	1382	631	1028	993
ACTB	747	4	chr7	5568051	816	6412	1523	5486	847	1147	1465	1430	828	704	754	961	774	1358	1088	1007	1390	632	1036	999
ACTB	746	4	chr7	5568052	815	6351	1510	5426	846	1157	1464	1421	824	702	743	963	778	1360	1077	1009	1390	638	1038	1002
ACTB	745	4	chr7	5568053	837	6362	1539	5379	866	1163	1481	1431	835	719	764	984	801	1383	1095	1027	1425	637	1046	1016
ACTB	744	4	chr7	5568054	852	6342	1594	5363	872	1181	1502	1474	848	736	797	1023	806	1408	1135	1039	1458	655	1067	1036
ACTB	743	4	chr7	5568055	856	6473	1603	5415	879	1179	1506	1482	848	744	797	1024	805	1426	1138	1048	1462	662	1076	1043
ACTB	742	4	chr7	5568056	847	6557	1598	5487	879	1173	1494	1474	842	740	792	1020	805	1417	1124	1035	1456	661	1075	1043
ACTB	741	4	chr7	5568057	837	6577	1579	5492	867	1144	1480	1463	831	735	786	1012	799	1390	1109	1024	1446	656	1071	1029
ACTB	740	4	chr7	5568058	839	6607	1560	5510	861	1144	1468	1458	827	731	787	1012	797	1384	1102	1018	1433	654	1065	1010
ACTB	739	4	chr7	5568059	835	6621	1524	5525	853	1130	1448	1451	816	724	780	1002	777	1368	1089	993	1412	643	1049	988
ACTB	738	4	chr7	5568060	814	6508	1474	5491	829	1118	1416	1399	792	698	753	964	763	1335	1052	965	1374	619	1030	961
ACTB	737	4	chr7	5568061	797	6387	1435	5419	817	1091	1402	1375	773	684	746	947	757	1306	1030	938	1343	604	997	941
ACTB	736	4	chr7	5568062	797	6381	1437	5429	812	1089	1393	1372	771	679	748	944	756	1308	1021	931	1341	603	998	940
ACTB	735	4	chr7	5568063	797	6388	1440	5438	813	1093	1395	1375	772	683	749	945	757	1315	1024	931	1349	607	999	941
ACTB	734	4	chr7	5568064	809	6510	1446	5530	818	1090	1405	1376	775	680	757	961	758	1321	1031	941	1355	622	1003	947
ACTB	733	4	chr7	5568065	814	6250	1470	5273	830	1098	1437	1412	786	687	787	991	759	1340	1051	941	1382	634	1017	959
ACTB	732	4	chr7	5568066	837	6267	1507	5279	842	1114	1465	1448	796	710	799	1019	766	1375	1084	946	1421	643	1034	977
ACTB	731	4	chr7	5568067	824	6162	1488	5198	834	1106	1446	1431	788	703	790	1007	765	1366	1071	937	1410	638	1032	969
ACTB	730	4	chr7	5568068	830	6248	1507	5254	848	1112	1463	1448	795	707	798	1027	776	1375	1085	944	1426	642	1050	982
ACTB	729	4	chr7	5568069	824	6485	1507	5525	846	1103	1449	1440	799	709	795	1028	783	1385	1082	945	1426	651	1044	992
ACTB	728	4	chr7	5568070	823	6525	1536	5568	853	1112	1462	1444	821	717	803	1048	800	1398	1091	967	1448	658	1060	1001
ACTB	727	4	chr7	5568071	820	6487	1526	5567	845	1102	1445	1424	812	716	798	1043	795	1381	1077	957	1441	653	1060	991
ACTB	726	4	chr7	5568072	827	6547	1544	5670	852	1105	1460	1441	830	726	805	1055	821	1393	1089	967	1457	667	1079	1000
ACTB	725	4	chr7	5568073	824	6530	1543	5648	852	1100	1455	1432	828	723	804	1054	818	1394	1084	963	1450	665	1076	997
ACTB	724	4	chr7	5568074	825	6510	1543	5596	852	1094	1442	1429	843	725	809	1060	816	1397	1091	964	1463	668	1088	991
ACTB	723	4	chr7	5568075	818	6626	1526	5710	844	1087	1439	1411	843	720	802	1056	814	1387	1074	958	1453	668	1078	989
ACTB	722	4	chr7	5568076	792	6381	1481	5467	815	1061	1381	1361	809	699	755	1027	800	1333	1033	943	1410	651	1040	962
ACTB	721	4	chr7	5568077	792	6271	1488	5381	823	1053	1364	1365	817	710	761	1035	794	1354	1055	943	1423	667	1053	958
ACTB	720	4	chr7	5568078	789	6182	1493	5341	822	1031	1343	1337	818	718	748	1030	775	1342	1048	944	1405	677	1062	946
ACTB	719	4	chr7	5568079	790	6130	1489	5282	828	1029	1341	1340	821	719	747	1034	777	1343	1050	943	1408	677	1066	942
ACTB	718	4	chr7	5568080	793	5797	1500	5015	842	1029	1348	1353	834	734	746	1043	781	1346	1066	954	1410	676	1064	939
ACTB	717	4	chr7	5568081	809	5770	1534	4953	856	1028	1370	1379	849	760	758	1057	793	1376	1097	967	1449	703	1087	954
ACTB	716	4	chr7	5568082	813	5802	1561	4961	863	1029	1373	1387	859	770	759	1071	808	1392	1123	983	1463	715	1102	969
ACTB	715	4	chr7	5568083	818	5800	1583	4955	867	1043	1384	1398	867	775	764	1092	817	1415	1132	981	1464	716	1108	976
